city,state_name,lat,lng,id
Decatur,Texas,33.2269,-97.5886,1840019385
Sebastian,Texas,26.3454,-97.7964,1840019737
Bynum,Texas,31.9690,-97.0031,1840023103
Clute,Texas,29.0257,-95.3975,1840019669
West Lake Hills,Texas,30.2919,-97.8084,1840022180
West Alto Bonito,Texas,26.3144,-98.6632,1840037119
Kilgore,Texas,32.3979,-94.8603,1840020747
Nixon,Texas,29.2698,-97.7658,1840020954
Nevada,Texas,33.0463,-96.3811,1840020660
Shenandoah,Texas,30.1840,-95.4556,1840022173
Windcrest,Texas,29.5148,-98.3819,1840022226
Haskell,Texas,33.1597,-99.7320,1840020671
Patton Village,Texas,30.1956,-95.1697,1840020888
Spring Valley Village,Texas,29.7898,-95.5041,1840074867
Goldthwaite,Texas,31.4513,-98.5736,1840020824
Granite Shoals,Texas,30.5895,-98.3778,1840020867
Batesville,Texas,28.9553,-99.6237,1840018282
Anderson,Texas,30.4871,-95.9899,1840022373
Cleburne,Texas,32.3561,-97.4145,1840019464
Happy,Texas,34.7416,-101.8572,1840021881
Pearsall,Texas,28.8885,-99.0988,1840020992
Danbury,Texas,29.2274,-95.3461,1840019675
Converse,Texas,29.5091,-98.3084,1840019655
Seguin,Texas,29.5891,-97.9661,1840022214
Avinger,Texas,32.8981,-94.5535,1840020681
Granger,Texas,30.7179,-97.4411,1840020876
Hughes Springs,Texas,32.9986,-94.6310,1840020678
Jayton,Texas,33.2502,-100.5748,1840019400
'Morgan''s Point Resort',Texas,31.1518,-97.4581,1840037019
Todd Mission,Texas,30.2612,-95.8298,1840022169
Lackland AFB,Texas,29.3866,-98.6179,1840074237
Yorktown,Texas,28.9829,-97.5050,1840022243
Lowry Crossing,Texas,33.1709,-96.5444,1840020655
San Marcos,Texas,29.8736,-97.9380,1840022188
Highland Park,Texas,32.8311,-96.8012,1840022058
Moore,Texas,29.0573,-99.0068,1840019685
Loma Linda East,Texas,27.7663,-98.1942,1840073919
Neylandville,Texas,33.2003,-96.0059,1840022995
Kaufman,Texas,32.5769,-96.3160,1840019450
Cinco Ranch,Texas,29.7395,-95.7606,1840037039
Shiner,Texas,29.4332,-97.1734,1840022230
Laredo Ranchettes,Texas,27.4911,-99.3599,1840037053
Ravenna,Texas,33.6705,-96.2409,1840020598
Windthorst,Texas,33.5760,-98.4348,1840022943
H. Cuellar Estates,Texas,26.5611,-99.1258,1840040845
Brownwood,Texas,31.7124,-98.9766,1840019519
Pasadena,Texas,29.6584,-95.1499,1840020930
Queen City,Texas,33.1507,-94.1524,1840020680
Lolita,Texas,28.8325,-96.5388,1840019677
San Antonio,Texas,29.4658,-98.5254,1840022220
Evergreen,Texas,26.4247,-99.0240,1840037127
Mustang Ridge,Texas,30.0576,-97.6852,1840020891
Raymondville,Texas,26.4759,-97.7769,1840021035
Bellevue,Texas,33.6334,-98.0161,1840019281
Garland,Texas,32.9100,-96.6305,1840020707
Hillside Acres,Texas,27.6761,-99.1777,1840040855
Highland Haven,Texas,30.6073,-98.3950,1840020868
Coupland,Texas,30.4568,-97.3979,1840036411
Zuehl,Texas,29.4960,-98.1535,1840019640
Uvalde,Texas,29.2153,-99.7782,1840022231
Bay City,Texas,28.9838,-95.9601,1840019682
Riviera,Texas,27.2992,-97.7996,1840026058
Quinlan,Texas,32.9090,-96.1312,1840020652
Banquete,Texas,27.8007,-97.7972,1840026055
Lake Cherokee,Texas,32.3569,-94.6513,1840042592
Oak Leaf,Texas,32.5138,-96.8563,1840020758
Van Horn,Texas,31.0407,-104.8340,1840023110
Sandia,Texas,28.0199,-97.8701,1840019713
Oglesby,Texas,31.4187,-97.5114,1840020826
Caddo Mills,Texas,33.0505,-96.2279,1840019392
Dumas,Texas,35.8613,-101.9642,1840019086
Mission Bend,Texas,29.6948,-95.6657,1840019643
Marion,Texas,29.5726,-98.1430,1840020944
Liberty Hill,Texas,30.6635,-97.9077,1840022612
Newark,Texas,33.0049,-97.4856,1840020635
J.F. Villareal,Texas,26.4199,-98.9788,1840040882
Caldwell,Texas,30.5307,-96.7007,1840019578
Santel,Texas,26.3756,-98.8833,1840041531
Petersburg,Texas,33.8710,-101.5974,1840020537
Henderson,Texas,32.1576,-94.7960,1840020767
La Porte,Texas,29.6690,-95.0483,1840020932
Port Mansfield,Texas,26.5623,-97.4365,1840019735
Von Ormy,Texas,29.2802,-98.6557,1840023093
Wharton,Texas,29.3138,-96.1044,1840022229
Las Quintas Fronterizas,Texas,28.6898,-100.4680,1840037135
Sonora,Texas,30.5707,-100.6423,1840022172
Cool,Texas,32.8001,-98.0113,1840019419
Henrietta,Texas,33.8147,-98.1925,1840020547
Roaring Springs,Texas,33.8992,-100.8561,1840021914
Corinth,Texas,33.1434,-97.0681,1840019389
Holliday,Texas,33.8141,-98.6899,1840020601
Clear Lake Shores,Texas,29.5457,-95.0328,1840019663
Lantana,Texas,33.0920,-97.1216,1840025053
Meadow,Texas,33.3377,-102.2059,1840023004
Post Oak Bend City,Texas,32.6343,-96.3186,1840022066
Seco Mines,Texas,28.7467,-100.5027,1840026049
Pflugerville,Texas,30.4525,-97.6020,1840020892
Stamford,Texas,33.0155,-99.6717,1840022062
Rhome,Texas,33.0647,-97.4779,1840020632
Briar,Texas,32.9884,-97.5528,1840018035
Barstow,Texas,31.4616,-103.3955,1840019544
Westdale,Texas,27.9657,-97.9938,1840037086
Groves,Texas,29.9457,-93.9164,1840020916
Beasley,Texas,29.4946,-95.9146,1840019647
Falcon Lake Estates,Texas,26.8719,-99.2585,1840037047
El Lago,Texas,29.5733,-95.0440,1840020921
Dell City,Texas,31.9349,-105.1998,1840019522
Tira,Texas,33.3222,-95.5606,1840023247
Weir,Texas,30.6759,-97.5929,1840022167
Byers,Texas,34.0696,-98.1913,1840019282
Ranchitos East,Texas,27.4901,-99.3668,1840041468
Los Barreras,Texas,26.3911,-98.9184,1840025177
Easton,Texas,32.3820,-94.5912,1840020744
Alto,Texas,31.6510,-95.0708,1840022125
El Castillo,Texas,26.3349,-98.6384,1840040710
Canadian,Texas,35.9097,-100.3839,1840019082
New Fairview,Texas,33.1122,-97.4489,1840020634
Dublin,Texas,32.0875,-98.3391,1840019478
Muenster,Texas,33.6586,-97.3874,1840020574
Cumings,Texas,29.5835,-95.7965,1840019641
Bangs,Texas,31.7162,-99.1303,1840019518
Franklin,Texas,31.0250,-96.4876,1840020849
Kemp,Texas,32.4349,-96.2234,1840022067
Burkburnett,Texas,34.0746,-98.5672,1840019278
Hawk Cove,Texas,32.8839,-96.0833,1840020650
La Paloma Addition,Texas,28.0170,-97.5009,1840037131
Macdona,Texas,29.3205,-98.6973,1840026039
Plum Grove,Texas,30.2007,-95.0958,1840020902
Sand Springs,Texas,32.2795,-101.3496,1840025912
Indio,Texas,26.5489,-99.0959,1840040863
El Socio,Texas,26.3404,-98.6371,1840040757
Sachse,Texas,32.9726,-96.5793,1840020712
Big Sandy,Texas,32.5860,-95.1127,1840020733
Trinidad,Texas,32.1562,-96.1054,1840022112
Northlake,Texas,33.0802,-97.2545,1840022989
Lipscomb,Texas,36.2215,-100.2621,1840019053
Athens,Texas,32.2041,-95.8321,1840019500
Fairfield,Texas,31.7184,-96.1697,1840020803
Bellville,Texas,29.9472,-96.2597,1840019624
Matador,Texas,34.0150,-100.8211,1840022881
Milford,Texas,32.1214,-96.9498,1840023051
Mansfield,Texas,32.5690,-97.1211,1840020702
Palo Blanco,Texas,26.3875,-98.9024,1840041378
Markham,Texas,28.9627,-96.0645,1840018277
Seagraves,Texas,32.9419,-102.5657,1840022060
Roscoe,Texas,32.4419,-100.5322,1840020763
Grand Prairie,Texas,32.6870,-97.0209,1840020709
Horseshoe Bend,Texas,32.5752,-97.8782,1840042591
Ropesville,Texas,33.4133,-102.1552,1840020607
Glen Rose,Texas,32.2461,-97.7441,1840020782
Vega,Texas,35.2456,-102.4262,1840021755
Waller,Texas,30.0629,-95.9221,1840022195
Webster,Texas,29.5317,-95.1188,1840022204
Hartley,Texas,35.8914,-102.3933,1840017761
Fort Hancock,Texas,31.2837,-105.8446,1840018150
Fulton,Texas,28.0706,-97.0428,1840022249
San Isidro,Texas,26.7136,-98.4479,1840019725
Edna,Texas,28.9756,-96.6483,1840020984
Hermleigh,Texas,32.6366,-100.7523,1840020928
Stonewall,Texas,30.2497,-98.6593,1840019593
Longview,Texas,32.5192,-94.7622,1840020746
Richland,Texas,31.9176,-96.4266,1840022120
Lubbock,Texas,33.5642,-101.8871,1840020604
Monte Alto,Texas,26.3744,-97.9727,1840019727
Aurora,Texas,33.0560,-97.5096,1840019383
Cuero,Texas,29.1023,-97.2871,1840019676
Sammy Martinez,Texas,26.4329,-98.7512,1840041487
Coleman,Texas,31.8317,-99.4222,1840019516
Stockdale,Texas,29.2358,-97.9636,1840022240
Chillicothe,Texas,34.2560,-99.5144,1840019257
Tuscola,Texas,32.2105,-99.7993,1840022092
Coldspring,Texas,30.5898,-95.1307,1840023267
San Perlita,Texas,26.5007,-97.6394,1840022259
Hedley,Texas,34.8674,-100.6592,1840020463
Clyde,Texas,32.4056,-99.5039,1840019479
Deweyville,Texas,30.3034,-93.7592,1840019557
Tomball,Texas,30.0964,-95.6186,1840022203
Ballinger,Texas,31.7396,-99.9559,1840019517
Killeen,Texas,31.0755,-97.7297,1840020854
El Rancho Vela,Texas,26.4038,-98.7691,1840040749
Lufkin,Texas,31.3217,-94.7277,1840020840
Cedar Park,Texas,30.5105,-97.8197,1840019572
Southlake,Texas,32.9545,-97.1503,1840022048
Hilltop,Texas,28.6938,-99.1761,1840018281
Fairview,Texas,33.1399,-96.6117,1840022021
Comfort,Texas,29.9714,-98.9040,1840018257
Josephine,Texas,33.0617,-96.3188,1840019399
Beaumont,Texas,30.0850,-94.1451,1840019612
Bear Creek,Texas,30.1826,-97.9400,1840023149
Grey Forest,Texas,29.6169,-98.6833,1840020956
La Casita,Texas,26.3367,-98.7334,1840027028
Tierra Grande,Texas,27.7037,-97.5718,1840037081
Kress,Texas,34.3658,-101.7484,1840020519
Windom,Texas,33.5647,-95.9985,1840022940
Winnsboro,Texas,32.9557,-95.2909,1840022037
Agua Dulce,Texas,27.7828,-97.9098,1840019716
De Kalb,Texas,33.5076,-94.6167,1840019340
DeSoto,Texas,32.5992,-96.8633,1840019441
César Chávez,Texas,26.3118,-98.1117,1840037037
Meridian,Texas,31.9261,-97.6500,1840020786
Douglassville,Texas,33.1917,-94.3519,1840022034
B and E,Texas,26.3565,-98.7537,1840037128
Anson,Texas,32.7550,-99.8962,1840019446
Hamilton,Texas,31.6997,-98.1208,1840020801
Abram,Texas,26.2181,-98.4180,1840025179
Port Aransas,Texas,27.8102,-97.0875,1840021012
Cross Mountain,Texas,29.6535,-98.6564,1840018268
Fifth Street,Texas,29.5982,-95.5520,1840018264
Shady Hollow,Texas,30.1645,-97.8631,1840019587
Briaroaks,Texas,32.4958,-97.3033,1840019466
Edcouch,Texas,26.2938,-97.9631,1840021019
Blue Berry Hill,Texas,28.3855,-97.7920,1840037033
Salado,Texas,30.9462,-97.5281,1840023130
Pantego,Texas,32.7147,-97.1540,1840023029
Hargill,Texas,26.4423,-98.0146,1840026062
Bovina,Texas,34.5157,-102.8846,1840019251
Skidmore,Texas,28.2626,-97.6855,1840019691
Cross Plains,Texas,32.1271,-99.1658,1840022098
Garceno,Texas,26.4124,-98.9405,1840018316
Big Spring,Texas,32.2387,-101.4802,1840019471
Watauga,Texas,32.8718,-97.2515,1840022049
Holly Lake Ranch,Texas,32.7125,-95.2003,1840042590
Gonzales,Texas,29.5126,-97.4472,1840020953
East Mountain,Texas,32.6006,-94.8527,1840020730
El Campo,Texas,29.1986,-96.2725,1840020966
Perrin,Texas,33.0348,-98.0693,1840025880
'D''Hanis',Texas,29.3305,-99.2753,1840022500
Lone Oak,Texas,32.9961,-95.9406,1840020651
Bardwell,Texas,32.2671,-96.6954,1840019470
Rancho Chico,Texas,28.0243,-97.4966,1840037073
Livingston,Texas,30.7100,-94.9381,1840022159
Gordon,Texas,32.5455,-98.3672,1840020687
Los Corralitos,Texas,27.6412,-99.5574,1840041112
San Carlos I,Texas,27.4906,-99.3726,1840037114
Rio Hondo,Texas,26.2346,-97.5817,1840021038
West Columbia,Texas,29.1421,-95.6489,1840022237
Siesta Acres,Texas,28.7564,-100.4910,1840037144
Grandfalls,Texas,31.3405,-102.8545,1840022150
Westlake,Texas,32.9810,-97.2038,1840022994
The Colony,Texas,33.0927,-96.8977,1840022005
Los Ybanez,Texas,32.7188,-101.9174,1840037023
Runaway Bay,Texas,33.1773,-97.8710,1840020633
Lago,Texas,26.0885,-97.6132,1840037052
Alfred,Texas,27.8742,-97.9799,1840025163
Darrouzett,Texas,36.4450,-100.3257,1840021670
Nordheim,Texas,28.9239,-97.6141,1840020983
Godley,Texas,32.4513,-97.5322,1840020751
Butterfield,Texas,31.8426,-106.0822,1840037034
Bloomington,Texas,28.6504,-96.9022,1840018278
Redland,Texas,31.4033,-94.7182,1840139817
Crosbyton,Texas,33.6413,-101.2377,1840019336
La Vernia,Texas,29.3542,-98.1220,1840020982
Bertram,Texas,30.7428,-98.0591,1840019566
Hale Center,Texas,34.0661,-101.8462,1840020536
Woodsboro,Texas,28.2379,-97.3255,1840023165
Ranchos Penitas West,Texas,27.6745,-99.6035,1840037074
Marfa,Texas,30.3107,-104.0255,1840020882
Brownfield,Texas,33.1757,-102.2730,1840019404
Reno,Texas,33.6659,-95.4768,1840020592
Mesquite,Texas,32.7623,-96.5889,1840020713
Denver City,Texas,32.9680,-102.8318,1840022029
Allen,Texas,33.1088,-96.6735,1840019396
Marathon,Texas,30.2157,-103.2433,1840018225
Piney Point Village,Texas,29.7588,-95.5156,1840020931
Fabens,Texas,31.5136,-106.1521,1840018152
Wink,Texas,31.7545,-103.1541,1840022128
Canton,Texas,32.5540,-95.8639,1840019454
Jefferson,Texas,32.7634,-94.3511,1840019449
Missouri City,Texas,29.5630,-95.5365,1840020950
Nazareth,Texas,34.5416,-102.1021,1840022727
Bailey,Texas,33.4336,-96.1651,1840019331
Cloverleaf,Texas,29.7882,-95.1724,1840018248
Frost,Texas,32.0788,-96.8086,1840020779
North Alamo,Texas,26.2160,-98.1264,1840019728
Sherman,Texas,33.6266,-96.6195,1840021953
Rankin,Texas,31.2253,-101.9394,1840020830
Jacinto City,Texas,29.7663,-95.2410,1840019619
Mineral Wells,Texas,32.8169,-98.0776,1840020689
Little River-Academy,Texas,30.9876,-97.3531,1840003907
Canutillo,Texas,31.9185,-106.6006,1840018151
Winters,Texas,31.9564,-99.9293,1840022132
Los Arrieros,Texas,26.5164,-99.0844,1840041108
Lawn,Texas,32.1366,-99.7501,1840022095
Log Cabin,Texas,32.2231,-96.0222,1840020773
Linn,Texas,26.5662,-98.1297,1840019731
Enchanted Oaks,Texas,32.2667,-96.1090,1840022113
Sunset,Texas,33.4479,-97.7663,1840025869
Airport Heights,Texas,26.4087,-98.8366,1840040600
Hutchins,Texas,32.6421,-96.7093,1840019437
Pecan Gap,Texas,33.4382,-95.8519,1840020626
Troy,Texas,31.2000,-97.3019,1840022155
San Carlos,Texas,26.2957,-98.0630,1840019730
Roby,Texas,32.7460,-100.3794,1840020723
Lake Colorado City,Texas,32.3491,-100.9376,1840042593
Floresville,Texas,29.1400,-98.1630,1840020981
Beckville,Texas,32.2436,-94.4561,1840019498
Kirbyville,Texas,30.6578,-93.9001,1840020856
Lorenzo,Texas,33.6704,-101.5361,1840020602
Manuel Garcia II,Texas,26.3126,-98.6913,1840041137
Toco,Texas,33.6539,-95.6492,1840021971
Merkel,Texas,32.4698,-100.0111,1840023054
Zarate,Texas,26.3199,-98.6369,1840041619
Morse,Texas,36.0660,-101.4769,1840019051
Olmito,Texas,26.0232,-97.5379,1840019738
Cedar Point,Texas,30.7975,-95.0749,1840042533
Miles,Texas,31.6006,-100.1853,1840020800
Lakeshore Gardens-Hidden Acres,Texas,28.1234,-97.8653,1840074271
Hungerford,Texas,29.4040,-96.0837,1840018271
Stinnett,Texas,35.8231,-101.4436,1840021703
Comanche,Texas,31.9005,-98.6044,1840019510
Rockport,Texas,28.0290,-97.0722,1840020999
La Feria,Texas,26.1544,-97.8256,1840021041
Kermit,Texas,31.8540,-103.0924,1840020796
Weatherford,Texas,32.7535,-97.7724,1840022041
Flatonia,Texas,29.6886,-97.1060,1840022208
Everman,Texas,32.6296,-97.2827,1840020694
Annona,Texas,33.5818,-94.9130,1840021950
Holiday Lakes,Texas,29.2083,-95.5146,1840022239
Hunters Creek Village,Texas,29.7715,-95.4987,1840020927
La Pryor,Texas,28.9489,-99.8484,1840018283
Bellmead,Texas,31.6025,-97.0896,1840019531
Spring,Texas,30.0613,-95.3830,1840019615
Simonton,Texas,29.6824,-95.9910,1840022215
Marietta,Texas,33.1736,-94.5425,1840023008
Como,Texas,33.0601,-95.4757,1840023006
Brazos Bend,Texas,32.4752,-97.7611,1840019461
Splendora,Texas,30.2321,-95.1617,1840022174
Buena Vista,Texas,26.2941,-98.6109,1840037129
Lipan,Texas,32.5187,-98.0470,1840020750
Chula Vista,Texas,28.6573,-100.4220,1840073267
Barton Creek,Texas,30.2818,-97.8681,1840023318
Flowella,Texas,27.2200,-98.0645,1840018303
Mabank,Texas,32.3682,-96.1141,1840023034
Pecan Hill,Texas,32.4906,-96.7815,1840020760
Cut and Shoot,Texas,30.3404,-95.3540,1840022177
Iola,Texas,30.7719,-96.0771,1840023138
Turkey,Texas,34.3939,-100.8953,1840021883
Galena Park,Texas,29.7452,-95.2333,1840020922
Leander,Texas,30.5728,-97.8633,1840020877
Barry,Texas,32.0998,-96.6377,1840019503
Odem,Texas,27.9464,-97.5865,1840021005
Corpus Christi,Texas,27.7261,-97.3755,1840019718
Odessa,Texas,31.8831,-102.3406,1840020794
Tornillo,Texas,31.4366,-106.1033,1840019524
Weston Lakes,Texas,29.6627,-95.9353,1840023155
Millican,Texas,30.4670,-96.2035,1840023137
Texhoma,Texas,36.4937,-101.7937,1840037452
'Morgan''s Point',Texas,29.6765,-95.0027,1840037013
Geronimo,Texas,29.6728,-97.9686,1840018262
Balcones Heights,Texas,29.4899,-98.5502,1840019654
Red Oak,Texas,32.5204,-96.7862,1840020761
Crowley,Texas,32.5780,-97.3584,1840019431
Elgin,Texas,30.3512,-97.3876,1840020903
Crystal City,Texas,28.6909,-99.8257,1840019688
Salineño North,Texas,26.5254,-99.0906,1840041486
Bacliff,Texas,29.5077,-94.9880,1840018273
Sweetwater,Texas,32.4693,-100.4092,1840022089
Oak Point,Texas,33.1802,-96.9911,1840020642
Zavalla,Texas,31.1584,-94.4180,1840022151
Four Corners,Texas,29.6705,-95.6597,1840018265
McGregor,Texas,31.4186,-97.4283,1840020816
Broaddus,Texas,31.3050,-94.2699,1840022147
Centerville,Texas,31.2579,-95.9796,1840019539
Kirvin,Texas,31.7671,-96.3300,1840022135
Oakwood,Texas,31.5848,-95.8499,1840023124
Schertz,Texas,29.5648,-98.2537,1840022213
Poteet,Texas,29.0372,-98.5728,1840020989
Airport Road Addition,Texas,27.2190,-98.0981,1840018301
Port Arthur,Texas,29.8554,-93.9264,1840020919
'O''Brien',Texas,33.3802,-99.8438,1840020672
Runge,Texas,28.8858,-97.7134,1840022244
Chapeno,Texas,26.5507,-99.1339,1840040675
Cockrell Hill,Texas,32.7382,-96.8886,1840019434
Port Lavaca,Texas,28.6181,-96.6278,1840020996
Tolar,Texas,32.3894,-97.9191,1840022081
Bronte,Texas,31.8857,-100.2954,1840022129
Lewisville,Texas,33.0452,-96.9823,1840020639
DeCordova,Texas,32.4280,-97.6911,1840019463
Indian Springs,Texas,30.6879,-94.7449,1840025986
Jacksboro,Texas,33.2235,-98.1589,1840019369
Balch Springs,Texas,32.7194,-96.6151,1840019435
Driftwood,Texas,30.1330,-98.0373,1840027023
Valley Mills,Texas,31.6583,-97.4716,1840022123
Wellington,Texas,34.8538,-100.2141,1840021822
Poynor,Texas,32.0793,-95.5924,1840022114
Taylor Lake Village,Texas,29.5764,-95.0562,1840022202
East Bernard,Texas,29.5242,-96.0622,1840019658
Sunnyvale,Texas,32.7974,-96.5576,1840023031
Evadale,Texas,30.3369,-94.0600,1840018198
Rising Star,Texas,32.0976,-98.9665,1840022096
Del Sol,Texas,28.0132,-97.5202,1840037134
Petrolia,Texas,34.0132,-98.2311,1840020548
Iowa Park,Texas,33.9622,-98.6819,1840019279
Sheldon,Texas,29.8596,-95.1340,1840019614
Bowie,Texas,33.5566,-97.8440,1840019314
Wells Branch,Texas,30.4432,-97.6792,1840019588
Sulphur Springs,Texas,33.1421,-95.6124,1840022031
Dodson,Texas,34.7654,-100.0204,1840021823
Bedias,Texas,30.7792,-95.9469,1840019577
Howardwick,Texas,35.0348,-100.9079,1840020464
New Falcon,Texas,26.6382,-99.0947,1840019721
Gatesville,Texas,31.4419,-97.7351,1840020825
Ross,Texas,31.7282,-97.1123,1840020814
Kirby,Texas,29.4611,-98.3860,1840020962
Selma,Texas,29.5865,-98.3134,1840022221
Early,Texas,31.7450,-98.9374,1840019520
Carrollton,Texas,32.9890,-96.8999,1840019436
Tom Bean,Texas,33.5201,-96.4843,1840021955
Myrtle Springs,Texas,32.6151,-95.9329,1840025897
Cantu Addition,Texas,27.2020,-98.1555,1840037035
Bonanza Hills,Texas,27.7948,-99.4695,1840040644
Christine,Texas,28.7863,-98.4979,1840023164
South Mountain,Texas,31.4398,-97.6793,1840023122
Rio Vista,Texas,32.2351,-97.3744,1840020753
Villa Verde,Texas,26.1303,-97.9956,1840037085
River Oaks,Texas,32.7767,-97.3984,1840020701
Cedar Hill,Texas,32.5809,-96.9592,1840019433
Wimberley,Texas,29.9849,-98.0906,1840022190
Cisco,Texas,32.3848,-98.9805,1840019477
Pittsburg,Texas,32.9997,-94.9668,1840020682
Big Wells,Texas,28.5698,-99.5701,1840019701
Edom,Texas,32.3743,-95.6099,1840020735
Southside Place,Texas,29.7089,-95.4367,1840022200
Hurst,Texas,32.8353,-97.1808,1840019427
Stagecoach,Texas,30.1438,-95.7079,1840023140
Pecos,Texas,31.4046,-103.5057,1840020806
Sudan,Texas,34.0663,-102.5242,1840021917
Freer,Texas,27.8823,-98.6181,1840021007
Willis,Texas,30.4314,-95.4832,1840022175
Morales-Sanchez,Texas,26.7876,-99.1147,1840074430
New Deal,Texas,33.7322,-101.8436,1840022782
Hawkins,Texas,32.5917,-95.2027,1840020684
Pyote,Texas,31.5381,-103.1225,1840022149
Arroyo Colorado Estates,Texas,26.1864,-97.6113,1840037103
St. Jo,Texas,33.6950,-97.5231,1840021949
Potosi,Texas,32.3404,-99.6789,1840019475
Sandy Point,Texas,29.4013,-95.4816,1840141563
Industry,Texas,29.9715,-96.4992,1840019626
Brenham,Texas,30.1586,-96.3965,1840019604
West,Texas,31.8032,-97.0942,1840022141
Gregory,Texas,27.9221,-97.2918,1840021003
Glenn Heights,Texas,32.5506,-96.8548,1840020708
Fritch,Texas,35.6431,-101.5964,1840020394
Brownsboro,Texas,32.2985,-95.6130,1840019501
Ganado,Texas,29.0412,-96.5110,1840020985
Bullard,Texas,32.1451,-95.3196,1840022074
Powderly,Texas,33.8091,-95.5049,1840025872
Penelope,Texas,31.8585,-96.9281,1840023102
Taft Southwest,Texas,27.9707,-97.4047,1840073285
Lakeview,Texas,34.6729,-100.6973,1840021885
Jasper,Texas,30.9221,-93.9947,1840019560
Burton,Texas,30.1813,-96.5999,1840022187
Follett,Texas,36.4340,-100.1408,1840020380
Hidalgo,Texas,26.1080,-98.2481,1840021023
Mart,Texas,31.5421,-96.8299,1840020815
Gunter,Texas,33.4646,-96.7645,1840020571
Ferris,Texas,32.5369,-96.6738,1840020755
Buda,Texas,30.0847,-97.8440,1840019605
Breckenridge,Texas,32.7566,-98.9125,1840019448
Somerset,Texas,29.2285,-98.6567,1840022223
Three Rivers,Texas,28.4668,-98.1784,1840022246
La Coma,Texas,27.5029,-99.3014,1840040904
Gruver,Texas,36.2562,-101.4122,1840020378
New Boston,Texas,33.4612,-94.4182,1840020613
Opdyke West,Texas,33.5927,-102.3006,1840022947
Sam Rayburn,Texas,31.0789,-94.0266,1840025984
Chaparrito,Texas,26.3408,-98.7354,1840040673
Rusk,Texas,31.7978,-95.1491,1840020790
La Feria North,Texas,26.1778,-97.8232,1840034871
Crawford,Texas,31.5377,-97.4427,1840022143
Beverly Hills,Texas,31.5224,-97.1564,1840019532
Falman,Texas,27.9281,-97.1713,1840037142
Boys Ranch,Texas,35.5331,-102.2536,1840025815
Netos,Texas,26.4108,-98.7585,1840041298
Taylor,Texas,30.5743,-97.4233,1840022165
Collinsville,Texas,33.5594,-96.9071,1840022934
Orange Grove,Texas,27.9562,-97.9386,1840021008
Leakey,Texas,29.7254,-99.7631,1840020935
Bishop,Texas,27.5851,-97.7977,1840019717
Novice,Texas,31.9871,-99.6253,1840020799
Krum,Texas,33.2652,-97.2257,1840020645
Lake Medina Shores,Texas,29.6383,-98.9869,1840042595
Huntsville,Texas,30.7050,-95.5545,1840019565
Eagle Pass,Texas,28.7125,-100.4840,1840019690
'Miller''s Cove',Texas,33.1560,-95.1147,1840037027
Pawnee,Texas,28.6483,-98.0083,1840019693
San Benito,Texas,26.1298,-97.6440,1840022260
Cove,Texas,29.8122,-94.8201,1840019636
Buna,Texas,30.4458,-93.9625,1840018197
Havana,Texas,26.2507,-98.5090,1840018322
Natalia,Texas,29.1877,-98.8524,1840020964
Escobares,Texas,26.4120,-98.9598,1840021015
Groom,Texas,35.2050,-101.1071,1840021756
Cross Timber,Texas,32.4832,-97.3260,1840022082
Mi Ranchito Estate,Texas,26.3878,-98.8733,1840041191
Samnorwood,Texas,35.0500,-100.2814,1840019179
Booker,Texas,36.4561,-100.5402,1840021669
Stowell,Texas,29.7814,-94.3794,1840019635
Encantada-Ranchito-El Calaboz,Texas,26.0333,-97.6331,1840073286
Sealy,Texas,29.7674,-96.1679,1840022209
Arroyo Gardens,Texas,26.2052,-97.5021,1840037140
Amargosa,Texas,27.8916,-98.1086,1840037137
Devine,Texas,29.1457,-98.9048,1840019657
Cameron,Texas,30.8608,-96.9762,1840019562
Hebbronville,Texas,27.3240,-98.6861,1840018298
Coolidge,Texas,31.7514,-96.6524,1840023115
Lasana,Texas,26.2585,-97.6950,1840037055
Mineola,Texas,32.6461,-95.4775,1840020685
Palo Pinto,Texas,32.7692,-98.3008,1840021497
La Villa,Texas,26.2964,-97.9270,1840021033
Socorro,Texas,31.6384,-106.2601,1840022136
Amada Acres,Texas,26.3433,-98.7393,1840040620
Whitesboro,Texas,33.6612,-96.9022,1840021957
Matagorda,Texas,28.6973,-95.9667,1840026046
Benjamin Perez,Texas,26.4060,-98.8997,1840040643
Alma,Texas,32.2813,-96.5506,1840022084
Higgins,Texas,36.1210,-100.0274,1840020381
Angus,Texas,31.9976,-96.4270,1840019502
Fabrica,Texas,28.7446,-100.4934,1840042587
Annetta South,Texas,32.6743,-97.6483,1840022045
Fernando Salinas,Texas,26.3979,-98.8311,1840040782
Point Venture,Texas,30.3817,-98.0010,1840023144
Freeport,Texas,28.9454,-95.3602,1840020974
Realitos,Texas,27.4454,-98.5303,1840019711
Bandera,Texas,29.7253,-99.0740,1840019631
Cottonwood,Texas,32.4622,-96.3954,1840019452
Hico,Texas,31.9858,-98.0290,1840020802
Magnolia,Texas,30.2117,-95.7419,1840020884
Buffalo Gap,Texas,32.2835,-99.8346,1840022091
Greenville,Texas,33.1116,-96.1099,1840020649
West Tawakoni,Texas,32.8976,-96.0218,1840022015
Pine Forest,Texas,30.1757,-94.0367,1840020911
Sweeny,Texas,29.0464,-95.6986,1840022236
Throckmorton,Texas,33.1820,-99.1798,1840022999
Alto Bonito Heights,Texas,26.3158,-98.6413,1840040612
Roanoke,Texas,33.0148,-97.2268,1840020641
